state,country,confirmed,deaths,date,month,year,population,confirmed_1d,confirmed_moving_avg_7d,confirmed_moving_avg_7d_rate_14d,confirmed_trend,deaths_1d,deaths_moving_avg_7d,deaths_moving_avg_7d_rate_14d,deaths_trend
Acre,Brazil,53590,932,2021-02-16,2021-02,2021,881935.0,135.0,331.57142857142856,1.02021978021978,stable,1.0,4.571428571428571,1.5999999999999999,upward
Acre,Brazil,53892,940,2021-02-17,2021-02,2021,881935.0,302.0,316.14285714285717,0.9114497528830314,stable,8.0,5.428571428571429,1.8095238095238095,upward
Acre,Brazil,54130,948,2021-02-18,2021-02,2021,881935.0,238.0,279.7142857142857,0.7885622231171969,stable,8.0,5.857142857142857,1.8636363636363635,upward
Acre,Brazil,54562,951,2021-02-19,2021-02,2021,881935.0,432.0,287.7142857142857,0.9213174748398902,stable,3.0,5.857142857142857,1.7826086956521738,upward
Acre,Brazil,54743,957,2021-02-20,2021-02,2021,881935.0,181.0,260.42857142857144,0.8652112007593735,stable,6.0,5.714285714285714,1.8181818181818183,upward
Acre,Brazil,54786,963,2021-02-21,2021-02,2021,881935.0,43.0,251.28571428571428,0.8460798460798461,stable,6.0,6.0,2.0,upward
Acre,Brazil,54969,968,2021-02-22,2021-02,2021,881935.0,183.0,216.28571428571428,0.807897545357524,stable,5.0,5.285714285714286,1.8499999999999999,upward
Acre,Brazil,55591,974,2021-02-23,2021-02,2021,881935.0,622.0,285.85714285714283,0.9013513513513512,stable,6.0,6.0,1.75,upward
Acre,Brazil,55881,975,2021-02-24,2021-02,2021,881935.0,290.0,284.14285714285717,0.9329268292682928,stable,1.0,5.0,1.5217391304347827,upward
Acre,Brazil,56257,982,2021-02-25,2021-02,2021,881935.0,376.0,303.85714285714283,0.9546678635547575,stable,7.0,4.857142857142857,1.3599999999999999,upward
Acre,Brazil,56731,986,2021-02-26,2021-02,2021,881935.0,474.0,309.85714285714283,0.8940643033800494,stable,4.0,5.0,1.346153846153846,upward
Acre,Brazil,57337,996,2021-02-27,2021-02,2021,881935.0,606.0,370.57142857142856,1.0519059205190593,stable,10.0,5.571428571428571,1.258064516129032,upward
Acre,Brazil,57534,998,2021-02-28,2021-02,2021,881935.0,197.0,392.57142857142856,1.1076178960096734,stable,2.0,5.0,1.0606060606060606,stable
Acre,Brazil,57894,1012,2021-03-01,2021-03,2021,881935.0,360.0,417.85714285714283,1.0593987685621151,stable,14.0,6.285714285714286,1.157894736842105,upward
Acre,Brazil,58081,1020,2021-03-02,2021-03,2021,881935.0,187.0,355.7142857142857,1.072813442481689,stable,8.0,6.571428571428571,1.4375,upward
Acre,Brazil,58506,1030,2021-03-03,2021-03,2021,881934.9999999999,425.0,375.0,1.1861726163578852,upward,10.0,7.857142857142857,1.4473684210526314,upward
Acre,Brazil,58884,1037,2021-03-04,2021-03,2021,881934.9999999999,378.0,375.2857142857143,1.3416751787538304,upward,7.0,7.857142857142857,1.3414634146341464,upward
Acre,Brazil,59500,1047,2021-03-05,2021-03,2021,881935.0,616.0,395.57142857142856,1.3748758689175768,upward,10.0,8.714285714285714,1.4878048780487805,upward
Acre,Brazil,60070,1054,2021-03-06,2021-03,2021,881949.6820323295,570.0,390.42857142857144,1.4991771804717497,upward,7.0,8.285714285714286,1.4500000000000002,upward
Acre,Brazil,60288,1063,2021-03-07,2021-03,2021,881935.0,218.0,393.42857142857144,1.5656623081296193,upward,9.0,9.285714285714286,1.5476190476190477,upward
Acre,Brazil,60656,1066,2021-03-08,2021-03,2021,881935.0,368.0,394.57142857142856,1.8243064729194187,upward,3.0,7.714285714285714,1.4594594594594594,upward
Acre,Brazil,60721,1071,2021-03-09,2021-03,2021,881935.0,65.0,377.14285714285717,1.3193403298350828,upward,5.0,7.285714285714286,1.2142857142857142,upward
Acre,Brazil,61121,1083,2021-03-10,2021-03,2021,881935.0,400.0,373.57142857142856,1.3147310206133733,upward,12.0,7.571428571428571,1.5142857142857142,upward
Acre,Brazil,61394,1094,2021-03-11,2021-03,2021,881935.0,273.0,358.57142857142856,1.1800658204043253,upward,11.0,8.142857142857142,1.6764705882352942,upward
Acre,Brazil,61709,1106,2021-03-12,2021-03,2021,881935.0,315.0,315.57142857142856,1.0184416781927155,stable,12.0,8.428571428571429,1.6857142857142857,upward
Acre,Brazil,62332,1117,2021-03-13,2021-03,2021,881935.0,623.0,323.14285714285717,0.8720123361603702,stable,11.0,9.0,1.6153846153846154,upward
Acre,Brazil,62620,1122,2021-03-14,2021-03,2021,881935.0,288.0,333.14285714285717,0.8486171761280933,stable,5.0,8.428571428571429,1.6857142857142857,upward
Acre,Brazil,62940,1129,2021-03-15,2021-03,2021,881935.0,320.0,326.2857142857143,0.7808547008547009,stable,7.0,9.0,1.4318181818181819,upward
Acre,Brazil,63378,1140,2021-03-16,2021-03,2021,881935.0,438.0,379.57142857142856,1.0670682730923695,stable,11.0,9.857142857142858,1.5000000000000002,upward
Acre,Brazil,63721,1144,2021-03-17,2021-03,2021,881935.0,343.0,371.42857142857144,0.9904761904761905,stable,4.0,8.714285714285714,1.1090909090909091,stable
Acre,Brazil,64234,1156,2021-03-18,2021-03,2021,881935.0,513.0,405.7142857142857,1.0810810810810811,stable,12.0,8.857142857142858,1.1272727272727274,stable
Acre,Brazil,64878,1168,2021-03-19,2021-03,2021,881935.0000000001,644.0,452.7142857142857,1.1444564824846515,stable,12.0,8.857142857142858,1.016393442622951,stable
Acre,Brazil,65275,1176,2021-03-20,2021-03,2021,881935.0,397.0,420.42857142857144,1.0768386388583973,stable,8.0,8.428571428571429,1.0172413793103448,stable
Acre,Brazil,65446,1181,2021-03-21,2021-03,2021,881935.0,171.0,403.7142857142857,1.026143790849673,stable,5.0,8.428571428571429,0.9076923076923077,stable
Acre,Brazil,65959,1190,2021-03-22,2021-03,2021,881935.0000000001,513.0,431.2857142857143,1.0930485155684286,stable,9.0,8.714285714285714,1.1296296296296295,stable
Acre,Brazil,66290,1201,2021-03-23,2021-03,2021,881935.0,331.0,416.0,1.103030303030303,stable,11.0,8.714285714285714,1.196078431372549,upward
Acre,Brazil,66744,1210,2021-03-24,2021-03,2021,881935.0,454.0,431.85714285714283,1.1560229445506691,upward,9.0,9.428571428571429,1.2452830188679247,upward
Acre,Brazil,67292,1217,2021-03-25,2021-03,2021,881935.0,548.0,436.85714285714283,1.2183266932270915,upward,7.0,8.714285714285714,1.0701754385964912,stable
Acre,Brazil,67777,1224,2021-03-26,2021-03,2021,881935.0,485.0,414.14285714285717,1.3123585332729744,upward,7.0,8.0,0.9491525423728814,stable
Acre,Brazil,68575,1229,2021-03-27,2021-03,2021,881935.0,798.0,471.42857142857144,1.4588859416445623,upward,5.0,7.571428571428571,0.8412698412698413,stable
Acre,Brazil,68742,1234,2021-03-28,2021-03,2021,881935.0,167.0,470.85714285714283,1.413379073756432,upward,5.0,7.571428571428571,0.8983050847457626,stable
Acre,Brazil,68905,1240,2021-03-29,2021-03,2021,881935.0000000001,163.0,420.85714285714283,1.2898423817863398,upward,6.0,7.142857142857143,0.7936507936507937,stable
Acre,Brazil,69103,1253,2021-03-30,2021-03,2021,881935.0,198.0,401.85714285714283,1.0587128340233345,stable,13.0,7.428571428571429,0.7536231884057971,stable
Acre,Brazil,69657,1262,2021-03-31,2021-03,2021,881935.0,554.0,416.14285714285717,1.1203846153846153,stable,9.0,7.428571428571429,0.8524590163934427,stable
Acre,Brazil,69988,1269,2021-04-01,2021-04,2021,881935.0,331.0,385.14285714285717,0.9492957746478874,stable,7.0,7.428571428571429,0.8387096774193549,stable
Acre,Brazil,70851,1280,2021-04-02,2021-04,2021,881935.0,863.0,439.14285714285717,0.9700220889870622,stable,11.0,8.0,0.9032258064516129,stable
Acre,Brazil,71062,1284,2021-04-03,2021-04,2021,881935.0,211.0,355.2857142857143,0.8450560652395515,stable,4.0,7.857142857142857,0.9322033898305084,stable
Acre,Brazil,71157,1291,2021-04-04,2021-04,2021,881935.0,95.0,345.0,0.8545647558386412,stable,7.0,8.142857142857142,0.9661016949152541,stable
Acre,Brazil,71330,1298,2021-04-05,2021-04,2021,881935.0,173.0,346.42857142857144,0.8032461079827758,stable,7.0,8.285714285714286,0.9508196721311477,stable
Acre,Brazil,71420,1306,2021-04-06,2021-04,2021,881935.0,90.0,331.0,0.7956730769230769,stable,8.0,7.571428571428571,0.8688524590163935,stable
Acre,Brazil,71880,1318,2021-04-07,2021-04,2021,881935.0,460.0,317.57142857142856,0.7353622229573271,downward,12.0,8.0,0.8484848484848485,stable
Acre,Brazil,72403,1325,2021-04-08,2021-04,2021,881935.0,523.0,345.0,0.7897318508829301,stable,7.0,8.0,0.918032786885246,stable
Acre,Brazil,72897,1334,2021-04-09,2021-04,2021,881935.0,494.0,292.2857142857143,0.7057606071058985,downward,9.0,7.714285714285714,0.9642857142857143,stable
Acre,Brazil,73275,1339,2021-04-10,2021-04,2021,881935.0000000001,378.0,316.14285714285717,0.6706060606060606,downward,5.0,7.857142857142857,1.0377358490566038,stable
Acre,Brazil,73425,1343,2021-04-11,2021-04,2021,881935.0,150.0,324.0,0.6881067961165049,downward,4.0,7.428571428571429,0.9811320754716982,stable
Acre,Brazil,73613,1353,2021-04-12,2021-04,2021,881935.0,188.0,326.14285714285717,0.7749490835030551,stable,10.0,7.857142857142857,1.0999999999999999,stable
Acre,Brazil,74007,1367,2021-04-13,2021-04,2021,881935.0,394.0,369.57142857142856,0.9196587273373623,stable,14.0,8.714285714285714,1.173076923076923,upward
Acre,Brazil,74533,1374,2021-04-14,2021-04,2021,881935.0,526.0,379.0,0.9107449364915894,stable,7.0,8.0,1.0769230769230769,stable
Acre,Brazil,74664,1383,2021-04-15,2021-04,2021,881935.0000000001,131.0,323.0,0.8386498516320474,stable,9.0,8.285714285714286,1.1153846153846154,stable
Acre,Brazil,75047,1395,2021-04-16,2021-04,2021,881935.0,383.0,307.14285714285717,0.6994144437215355,downward,12.0,8.714285714285714,1.0892857142857142,stable
Acre,Brazil,75334,1405,2021-04-17,2021-04,2021,881934.9999999999,287.0,294.14285714285717,0.8279051065540813,stable,10.0,9.428571428571429,1.2000000000000002,upward
Acre,Brazil,75405,1418,2021-04-18,2021-04,2021,881934.9999999999,71.0,282.85714285714283,0.8198757763975154,stable,13.0,10.714285714285714,1.3157894736842106,upward
Acre,Brazil,75599,1433,2021-04-19,2021-04,2021,881935.0,194.0,283.7142857142857,0.8189690721649484,stable,15.0,11.428571428571429,1.379310344827586,upward
Acre,Brazil,75640,1445,2021-04-20,2021-04,2021,881935.0,41.0,233.28571428571428,0.7047906776003452,downward,12.0,11.142857142857142,1.471698113207547,upward
Acre,Brazil,75879,1449,2021-04-21,2021-04,2021,881935.0,239.0,192.28571428571428,0.6054880791722898,downward,4.0,10.714285714285714,1.3392857142857142,upward
Acre,Brazil,76212,1458,2021-04-22,2021-04,2021,881934.9999999999,333.0,221.14285714285714,0.6409937888198758,downward,9.0,10.714285714285714,1.3392857142857142,upward
Acre,Brazil,76376,1465,2021-04-23,2021-04,2021,881935.0,164.0,189.85714285714286,0.6495601173020528,downward,7.0,10.0,1.2962962962962963,upward
Acre,Brazil,76603,1476,2021-04-24,2021-04,2021,881935.0,227.0,181.28571428571428,0.5734297333935833,downward,11.0,10.142857142857142,1.290909090909091,upward
Acre,Brazil,76747,1480,2021-04-25,2021-04,2021,881935.0,144.0,191.71428571428572,0.591710758377425,downward,4.0,8.857142857142858,1.1923076923076923,upward
Acre,Brazil,76971,1488,2021-04-26,2021-04,2021,881935.0,224.0,196.0,0.600963644327639,downward,8.0,7.857142857142857,1.0,stable
Acre,Brazil,77146,1500,2021-04-27,2021-04,2021,881934.9999999999,175.0,215.14285714285714,0.5821414766138384,downward,12.0,7.857142857142857,0.9016393442622951,stable
Acre,Brazil,77298,1517,2021-04-28,2021-04,2021,881935.0000000001,152.0,202.71428571428572,0.5348661892197513,downward,17.0,9.714285714285714,1.2142857142857142,upward
Acre,Brazil,77535,1525,2021-04-29,2021-04,2021,881935.0,237.0,189.0,0.5851393188854489,downward,8.0,9.571428571428571,1.1551724137931032,upward
Acre,Brazil,77803,1529,2021-04-30,2021-04,2021,881935.0,268.0,203.85714285714286,0.6637209302325581,downward,4.0,9.142857142857142,1.0491803278688525,stable
Acre,Brazil,78016,1534,2021-05-01,2021-05,2021,881935.0,213.0,201.85714285714286,0.686255463817387,downward,5.0,8.285714285714286,0.8787878787878789,stable
Acre,Brazil,78152,1546,2021-05-02,2021-05,2021,881935.0,136.0,200.71428571428572,0.7095959595959597,downward,12.0,9.428571428571429,0.8800000000000001,stable
Acre,Brazil,78325,1552,2021-05-03,2021-05,2021,881934.9999999999,173.0,193.42857142857142,0.6817724068479355,downward,6.0,9.142857142857142,0.7999999999999999,stable
Acre,Brazil,78440,1555,2021-05-04,2021-05,2021,881935.0,115.0,184.85714285714286,0.7924066135946112,stable,3.0,7.857142857142857,0.7051282051282052,downward
Acre,Brazil,78610,1563,2021-05-05,2021-05,2021,881935.0,170.0,187.42857142857142,0.974739970282318,stable,8.0,6.571428571428571,0.6133333333333334,downward
Acre,Brazil,78889,1568,2021-05-06,2021-05,2021,881935.0,279.0,193.42857142857142,0.8746770025839793,stable,5.0,6.142857142857143,0.5733333333333334,downward
Acre,Brazil,79100,1575,2021-05-07,2021-05,2021,881935.0,211.0,185.28571428571428,0.9759217456734386,stable,7.0,6.571428571428571,0.6571428571428571,downward
Acre,Brazil,79276,1585,2021-05-08,2021-05,2021,881935.0,176.0,180.0,0.9929078014184397,stable,10.0,7.285714285714286,0.7183098591549296,downward
Acre,Brazil,79351,1589,2021-05-09,2021-05,2021,881935.0,75.0,171.28571428571428,0.8934426229508196,stable,4.0,6.142857142857143,0.6935483870967742,downward
Acre,Brazil,79476,1596,2021-05-10,2021-05,2021,881935.0,125.0,164.42857142857142,0.8389212827988337,stable,7.0,6.285714285714286,0.8,stable
Acre,Brazil,79510,1599,2021-05-11,2021-05,2021,881935.0,34.0,152.85714285714286,0.7104913678618858,downward,3.0,6.285714285714286,0.8,stable
Acre,Brazil,79718,1601,2021-05-12,2021-05,2021,881935.0,208.0,158.28571428571428,0.7808315715292459,stable,2.0,5.428571428571429,0.5588235294117648,downward
Acre,Brazil,79955,1607,2021-05-13,2021-05,2021,881935.0000000001,237.0,152.28571428571428,0.8057445200302342,stable,6.0,5.571428571428571,0.582089552238806,downward
Acre,Brazil,80177,1608,2021-05-14,2021-05,2021,881934.9999999999,222.0,153.85714285714286,0.7547302032235459,stable,1.0,4.714285714285714,0.515625,downward
Acre,Brazil,80338,1612,2021-05-15,2021-05,2021,881935.0,161.0,151.71428571428572,0.7515923566878981,stable,4.0,3.857142857142857,0.46551724137931033,downward
Acre,Brazil,80399,1614,2021-05-16,2021-05,2021,881935.0,61.0,149.71428571428572,0.7459074733096086,downward,2.0,3.5714285714285716,0.3787878787878788,downward
Acre,Brazil,80561,1620,2021-05-17,2021-05,2021,881935.0,162.0,155.0,0.8013293943870016,stable,6.0,3.4285714285714284,0.375,downward
Acre,Brazil,80590,1625,2021-05-18,2021-05,2021,881935.0000000001,29.0,154.28571428571428,0.8346213292117465,stable,5.0,3.7142857142857144,0.4727272727272728,downward
Acre,Brazil,80688,1631,2021-05-19,2021-05,2021,881935.0,98.0,138.57142857142858,0.7393292682926831,downward,6.0,4.285714285714286,0.6521739130434783,downward
Acre,Brazil,80797,1632,2021-05-20,2021-05,2021,881934.9999999999,109.0,120.28571428571429,0.6218611521418022,downward,1.0,3.5714285714285716,0.5813953488372093,downward
Acre,Brazil,81235,1632,2021-05-21,2021-05,2021,881934.9999999999,438.0,151.14285714285714,0.8157286044718581,stable,0.0,3.4285714285714284,0.5217391304347826,downward
Acre,Brazil,81348,1633,2021-05-22,2021-05,2021,881935.0,113.0,144.28571428571428,0.8015873015873015,stable,1.0,3.0,0.4117647058823529,downward
Acre,Brazil,81413,1635,2021-05-23,2021-05,2021,881935.0,65.0,144.85714285714286,0.8457047539616348,stable,2.0,3.0,0.4883720930232558,downward
Acre,Brazil,81505,1642,2021-05-24,2021-05,2021,881935.0,92.0,134.85714285714286,0.8201563857515205,stable,7.0,3.142857142857143,0.5,downward
Acre,Brazil,81651,1649,2021-05-25,2021-05,2021,881935.0,146.0,151.57142857142858,0.991588785046729,stable,7.0,3.4285714285714284,0.5454545454545454,downward
Acre,Brazil,81850,1652,2021-05-26,2021-05,2021,881935.0000000001,199.0,166.0,1.0487364620938628,stable,3.0,3.0,0.5526315789473684,downward
Acre,Brazil,81980,1652,2021-05-27,2021-05,2021,881935.0000000002,130.0,169.0,1.1097560975609757,stable,0.0,2.857142857142857,0.5128205128205129,downward
Acre,Brazil,82149,1655,2021-05-28,2021-05,2021,881935.0,169.0,130.57142857142858,0.8486536675951718,stable,3.0,3.2857142857142856,0.6969696969696969,downward
Acre,Brazil,82207,1657,2021-05-29,2021-05,2021,881935.0000000001,58.0,122.71428571428571,0.8088512241054613,stable,2.0,3.4285714285714284,0.8888888888888888,stable
Acre,Brazil,82478,1659,2021-05-30,2021-05,2021,881935.0000000002,271.0,152.14285714285714,1.0162213740458015,stable,2.0,3.4285714285714284,0.9599999999999999,stable
Acre,Brazil,82524,1662,2021-05-31,2021-05,2021,881935.0,46.0,145.57142857142858,0.9391705069124425,stable,3.0,2.857142857142857,0.8333333333333334,stable
Acre,Brazil,82581,1669,2021-06-01,2021-06,2021,881934.9999999999,57.0,132.85714285714286,0.8611111111111112,stable,7.0,2.857142857142857,0.7692307692307693,stable
Acre,Brazil,82753,1676,2021-06-02,2021-06,2021,881934.9999999998,172.0,129.0,0.9309278350515463,stable,7.0,3.4285714285714284,0.7999999999999999,stable
Acre,Brazil,82937,1680,2021-06-03,2021-06,2021,881935.0,184.0,136.71428571428572,1.1365795724465557,stable,4.0,4.0,1.1199999999999999,stable
Acre,Brazil,83123,1682,2021-06-04,2021-06,2021,881935.0000000001,186.0,139.14285714285714,0.9206049149338374,stable,2.0,3.857142857142857,1.125,stable
Acre,Brazil,83240,1686,2021-06-05,2021-06,2021,881935.0,117.0,147.57142857142858,1.022772277227723,stable,4.0,4.142857142857143,1.3809523809523812,upward
Acre,Brazil,83306,1690,2021-06-06,2021-06,2021,881935.0,66.0,118.28571428571429,0.8165680473372782,stable,4.0,4.428571428571429,1.4761904761904763,upward
Acre,Brazil,83350,1692,2021-06-07,2021-06,2021,881935.0,44.0,118.0,0.875,stable,2.0,4.285714285714286,1.3636363636363635,upward
Acre,Brazil,83409,1697,2021-06-08,2021-06,2021,881935.0000000001,59.0,118.28571428571429,0.7803958529688972,stable,5.0,4.0,1.1666666666666667,upward
Acre,Brazil,83473,1697,2021-06-09,2021-06,2021,881934.9999999999,64.0,102.85714285714286,0.6196213425129088,downward,0.0,3.0,1.0,stable
Acre,Brazil,83665,1699,2021-06-10,2021-06,2021,881934.9999999999,192.0,104.0,0.6153846153846154,downward,2.0,2.7142857142857144,0.9500000000000001,stable
Acre,Brazil,84039,1701,2021-06-11,2021-06,2021,881935.0000000001,374.0,130.85714285714286,1.0021881838074398,stable,2.0,2.7142857142857144,0.8260869565217392,stable
Acre,Brazil,84104,1707,2021-06-12,2021-06,2021,881935.0,65.0,123.42857142857143,1.0058207217694994,stable,6.0,3.0,0.875,stable
Acre,Brazil,84174,1712,2021-06-13,2021-06,2021,881935.0000000001,70.0,124.0,0.8150234741784038,stable,5.0,3.142857142857143,0.9166666666666667,stable
Acre,Brazil,84337,1719,2021-06-14,2021-06,2021,881934.9999999999,163.0,141.0,0.9685966633954857,stable,7.0,3.857142857142857,1.35,upward
Acre,Brazil,84404,1721,2021-06-15,2021-06,2021,881935.0,67.0,142.14285714285714,1.0698924731182795,stable,2.0,3.4285714285714284,1.2,upward
Acre,Brazil,84450,1723,2021-06-16,2021-06,2021,881935.0,46.0,139.57142857142858,1.0819490586932448,stable,2.0,3.7142857142857144,1.0833333333333335,stable
Acre,Brazil,84487,1725,2021-06-17,2021-06,2021,881935.0,37.0,117.42857142857143,0.8589341692789968,stable,2.0,3.7142857142857144,0.9285714285714286,stable
Acre,Brazil,84687,1728,2021-06-18,2021-06,2021,881934.9999999999,200.0,92.57142857142857,0.6652977412731006,downward,3.0,3.857142857142857,1.0,stable
Acre,Brazil,84812,1729,2021-06-19,2021-06,2021,881935.0000000001,125.0,101.14285714285714,0.685382381413359,downward,1.0,3.142857142857143,0.7586206896551724,stable
Acre,Brazil,84849,1730,2021-06-20,2021-06,2021,881934.9999999999,37.0,96.42857142857143,0.8152173913043478,stable,1.0,2.5714285714285716,0.5806451612903226,downward
Acre,Brazil,84918,1732,2021-06-21,2021-06,2021,881935.0,69.0,83.0,0.7033898305084746,downward,2.0,1.8571428571428572,0.43333333333333335,downward
Acre,Brazil,84937,1734,2021-06-22,2021-06,2021,881935.0000000001,19.0,76.14285714285714,0.643719806763285,downward,2.0,1.8571428571428572,0.4642857142857143,downward
Acre,Brazil,85043,1734,2021-06-23,2021-06,2021,881934.9999999999,106.0,84.71428571428571,0.8236111111111111,stable,0.0,1.5714285714285714,0.5238095238095238,downward
